hfhudcode,id,cfname,updateddate,addeddate,reportdate,icu_v,icu_o,isolbed_v,isolbed_o,beds_ward_v,beds_ward_o,mechvent_v,mechvent_o
DOH000000000000271,14632,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-28 8:16:13,2020-04-28 8:16:13,2020-04-28,9,11,86,51,0,0,28,0
DOH000000000000271,1461,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-17 14:49:13,2020-04-17 14:49:13,2020-04-17,7,13,43,51,0,0,28,0
DOH000000000000271,3021,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-19 10:47:21,2020-04-19 10:47:21,2020-04-19,3,17,37,57,0,0,28,0
DOH000000000000271,9100,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-24 10:10:37,2020-04-24 10:10:37,2020-04-24,7,13,52,47,0,0,28,0
DOH000000000000271,19438,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-05-01 8:01:59,2020-05-01 8:01:59,2020-05-01,9,11,105,32,0,0,28,0
DOH000000000000271,17695,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-30 7:55:36,2020-04-30 7:55:36,2020-04-30,8,12,102,35,0,0,28,0
DOH000000000000271,20992,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-05-02 7:43:09,2020-05-02 7:43:09,2020-05-02,9,11,112,25,0,0,28,0
DOH000000000000271,24306,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-05-04 7:40:31,2020-05-04 7:40:31,2020-05-04,10,10,111,26,0,0,28,0
DOH000000000000271,1803,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-18 15:29:53,2020-04-18 8:05:37,2020-04-18,6,14,39,55,0,0,28,0
DOH000000000000271,22689,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-05-03 7:51:11,2020-05-03 7:51:11,2020-05-03,11,9,111,26,0,0,28,0
DOH000000000000271,3724,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-20 8:29:23,2020-04-20 8:29:23,2020-04-20,4,16,39,55,0,0,28,0
DOH000000000000271,13239,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-27 8:44:11,2020-04-27 8:44:11,2020-04-27,9,11,86,51,0,0,28,0
DOH000000000000271,678,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-16 17:12:04,2020-04-16 17:12:04,2020-04-16,7,13,45,49,0,0,28,0
DOH000000000000271,26031,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-05-05 7:37:47,2020-05-05 7:37:47,2020-05-05,10,10,111,26,0,0,28,0
DOH000000000000271,16140,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-29 8:04:16,2020-04-29 8:04:16,2020-04-29,9,11,95,42,0,0,28,0
DOH000000000000271,4688,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,2020-04-21 8:19:43,2020-04-21 8:19:43,2020-04-21,6,14,41,53,0,0,28,0
DOH000000000000272,5328,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-21 14:40:29,2020-04-21 14:40:29,2020-04-21,1,1,2,20,0,0,15,1
DOH000000000000272,15543,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-28 14:47:48,2020-04-28 14:47:48,2020-04-28,1,1,1,24,0,0,14,1
DOH000000000000272,1390,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-17 15:00:31,2020-04-17 12:46:17,2020-04-17,1,1,0,22,0,0,14,2
DOH000000000000272,20576,JAMES L. GORDON MEMORIAL HOSPITAL,2020-05-01 15:18:11,2020-05-01 15:18:11,2020-05-01,1,1,3,22,0,0,15,2
DOH000000000000272,25602,JAMES L. GORDON MEMORIAL HOSPITAL,2020-05-04 15:29:44,2020-05-04 15:29:44,2020-05-04,1,1,2,23,0,0,2,13
DOH000000000000272,17184,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-29 14:14:47,2020-04-29 14:14:47,2020-04-29,1,1,4,21,0,0,14,1
DOH000000000000272,22161,JAMES L. GORDON MEMORIAL HOSPITAL,2020-05-02 14:18:05,2020-05-02 14:18:05,2020-05-02,1,1,2,23,0,0,15,1
DOH000000000000272,3071,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-19 16:28:38,2020-04-19 11:39:26,2020-04-19,1,1,0,22,1,1,14,2
DOH000000000000272,23464,JAMES L. GORDON MEMORIAL HOSPITAL,2020-05-03 10:53:18,2020-05-03 10:53:18,2020-05-03,1,1,2,23,0,0,2,13
DOH000000000000272,2077,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-18 9:34:19,2020-04-18 9:34:19,2020-04-18,1,1,0,22,0,0,15,1
DOH000000000000272,6478,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-22 13:23:21,2020-04-22 13:23:21,2020-04-22,1,1,1,21,0,0,15,1
DOH000000000000272,10530,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-25 10:14:07,2020-04-25 10:12:58,2020-04-25,1,1,5,17,0,0,0,15
DOH000000000000272,11954,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-26 10:00:34,2020-04-26 10:00:34,2020-04-26,1,1,2,20,0,0,1,14
DOH000000000000272,18839,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-30 14:12:10,2020-04-30 13:59:40,2020-04-30,1,1,1,22,0,0,14,1
DOH000000000000272,7875,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-23 13:55:30,2020-04-23 13:45:09,2020-04-23,1,1,1,21,0,0,0,16
DOH000000000000272,9413,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-24 13:49:20,2020-04-24 13:49:20,2020-04-24,1,1,3,19,0,0,14,1
DOH000000000000272,13902,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-27 13:48:27,2020-04-27 13:48:27,2020-04-27,1,1,0,25,0,0,15,0
DOH000000000000273,18682,REGION I MEDICAL CENTER,2020-04-30 12:01:24,2020-04-30 12:01:24,2020-04-30,6,2,66,17,5,5,10,0
DOH000000000000273,16992,REGION I MEDICAL CENTER,2020-04-29 11:44:08,2020-04-29 11:44:08,2020-04-29,6,2,60,23,5,5,10,0
DOH000000000000273,15415,REGION I MEDICAL CENTER,2020-04-28 12:59:52,2020-04-28 12:59:52,2020-04-28,5,3,64,19,5,5,10,0
DOH000000000000273,22034,REGION I MEDICAL CENTER,2020-05-02 12:42:40,2020-05-02 12:42:40,2020-05-02,6,2,69,14,5,5,13,1
DOH000000000000273,6633,REGION I MEDICAL CENTER,2020-04-22 15:58:07,2020-04-22 15:58:07,2020-04-22,7,1,69,14,9,1,14,0
DOH000000000000273,12427,REGION I MEDICAL CENTER,2020-04-26 15:35:25,2020-04-26 15:35:25,2020-04-26,4,4,64,19,5,5,14,0
DOH000000000000273,621,REGION I MEDICAL CENTER,2020-04-16 15:41:38,2020-04-16 15:41:38,2020-04-16,1,3,41,37,6,2,4,0
DOH000000000000273,27290,REGION I MEDICAL CENTER,2020-05-05 14:01:56,2020-05-05 14:01:56,2020-05-05,8,0,67,16,5,5,14,0
DOH000000000000273,3142,REGION I MEDICAL CENTER,2020-04-19 13:13:40,2020-04-19 13:13:40,2020-04-19,2,2,31,27,14,1,4,0
DOH000000000000273,20337,REGION I MEDICAL CENTER,2020-05-01 11:49:58,2020-05-01 11:49:58,2020-05-01,5,3,74,9,10,0,13,1
DOH000000000000273,23811,REGION I MEDICAL CENTER,2020-05-03 15:47:57,2020-05-03 14:29:25,2020-05-03,8,0,71,12,5,5,14,0
DOH000000000000273,25480,REGION I MEDICAL CENTER,2020-05-04 13:40:34,2020-05-04 13:40:34,2020-05-04,8,0,67,16,5,5,14,0
DOH000000000000273,11045,REGION I MEDICAL CENTER,2020-04-25 16:56:09,2020-04-25 16:56:09,2020-04-25,5,3,68,15,5,5,14,0
DOH000000000000273,13967,REGION I MEDICAL CENTER,2020-04-27 14:39:34,2020-04-27 14:39:34,2020-04-27,4,4,65,18,5,5,10,0
DOH000000000000273,2218,REGION I MEDICAL CENTER,2020-04-18 11:45:04,2020-04-18 11:45:04,2020-04-18,2,2,38,27,7,1,4,0
DOH000000000000273,9607,REGION I MEDICAL CENTER,2020-04-24 16:55:48,2020-04-24 16:46:32,2020-04-24,1,5,0,15,7,5,1,4
DOH000000000000273,8064,REGION I MEDICAL CENTER,2020-04-23 16:43:17,2020-04-23 16:43:17,2020-04-23,7,1,65,18,9,1,10,0
DOH000000000000273,5191,REGION I MEDICAL CENTER,2020-04-21 11:50:15,2020-04-21 11:50:15,2020-04-21,6,2,70,13,9,1,4,0
DOH000000000000273,4309,REGION I MEDICAL CENTER,2020-04-20 16:41:32,2020-04-20 16:41:32,2020-04-20,6,2,65,16,9,1,4,0
DOH000000000000274,15242,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-28 10:45:37,2020-04-28 10:45:37,2020-04-28,15,15,51,0,0,0,15,15
DOH000000000000274,20993,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-05-02 7:43:40,2020-05-02 7:43:40,2020-05-02,10,5,42,24,0,0,13,2
DOH000000000000274,19928,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-05-01 9:22:29,2020-05-01 9:22:29,2020-05-01,14,1,43,19,0,0,14,1
DOH000000000000274,23818,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-05-03 14:40:20,2020-05-03 14:40:20,2020-05-03,9,6,37,29,0,0,12,3
DOH000000000000274,13995,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-27 15:06:30,2020-04-27 15:06:30,2020-04-27,8,7,43,0,0,15,15,0
DOH000000000000274,27018,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-05-05 11:09:47,2020-05-05 11:09:47,2020-05-05,5,10,15,41,0,0,12,3
DOH000000000000274,993,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-17 8:22:18,2020-04-17 8:22:18,2020-04-17,7,8,37,29,0,0,13,2
DOH000000000000274,25533,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-05-04 14:36:07,2020-05-04 14:36:07,2020-05-04,8,7,22,44,0,0,12,3
DOH000000000000275,6762,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-04-23 6:36:44,2020-04-23 6:36:44,2020-04-23,50,34,120,68,57,19,10,31
DOH000000000000275,14137,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-04-27 18:53:33,2020-04-27 18:53:33,2020-04-27,0,30,300,31,8,45,35,6
DOH000000000000275,12548,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-04-26 19:34:33,2020-04-26 19:34:33,2020-04-26,10,20,29,17,13,46,6,35
DOH000000000000275,20737,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-05-01 18:39:41,2020-05-01 18:39:41,2020-05-01,8,22,31,58,24,7,8,33
DOH000000000000275,22006,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-05-02 12:28:20,2020-05-02 12:28:20,2020-05-02,5,25,17,72,22,9,10,31
DOH000000000000275,23830,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-05-03 14:58:03,2020-05-03 14:58:03,2020-05-03,8,22,16,73,19,12,10,31
DOH000000000000275,27299,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-05-05 14:09:27,2020-05-05 14:09:27,2020-05-05,12,18,15,74,13,18,9,32
DOH000000000000275,19069,SOUTHERN PHILIPPINES MEDICAL CENTER,2020-04-30 18:10:51,2020-04-30 18:10:51,2020-04-30,5,25,19,27,26,43,36,5
DOH000000000000276,9862,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-25 7:41:01,2020-04-25 7:41:01,2020-04-25,0,6,0,13,8,4,0,5
DOH000000000000276,26261,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-05-05 8:15:12,2020-05-05 8:15:12,2020-05-05,0,6,0,17,9,3,0,5
DOH000000000000276,7203,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-23 8:42:21,2020-04-23 8:32:00,2020-04-23,1,5,0,14,6,6,2,3
DOH000000000000276,2343,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-18 15:45:04,2020-04-18 15:45:04,2020-04-18,0,6,4,9,5,9,0,5
DOH000000000000276,16088,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-29 7:57:53,2020-04-29 7:57:53,2020-04-29,0,5,0,15,10,2,0,5
DOH000000000000276,1511,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-17 16:13:25,2020-04-17 16:13:25,2020-04-17,0,6,4,9,5,9,0,5
DOH000000000000276,14384,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-28 7:43:59,2020-04-28 7:43:59,2020-04-28,0,6,0,15,9,3,0,5
DOH000000000000276,6208,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-22 9:48:09,2020-04-22 9:48:09,2020-04-22,0,5,0,14,6,6,1,4
DOH000000000000276,12673,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-27 7:16:47,2020-04-27 7:16:47,2020-04-27,0,6,0,13,9,3,0,5
DOH000000000000276,4210,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-20 14:33:38,2020-04-20 14:33:38,2020-04-20,0,5,7,10,0,6,0,5
DOH000000000000276,11999,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-26 10:23:17,2020-04-26 10:23:17,2020-04-26,0,6,0,13,8,4,0,5
DOH000000000000276,2778,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-19 8:30:02,2020-04-19 8:30:02,2020-04-19,0,6,4,9,5,9,0,5
DOH000000000000276,19154,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-05-01 21:55:50,2020-05-01 6:27:25,2020-05-01,0,6,9,11,9,3,0,5
DOH000000000000276,22533,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-05-03 7:11:06,2020-05-03 7:06:03,2020-05-03,0,6,0,9,9,3,0,5
DOH000000000000276,4677,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-21 17:48:39,2020-04-21 8:17:42,2020-04-21,0,3,1,12,6,9,0,5
DOH000000000000276,20785,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-05-02 5:05:00,2020-05-02 5:05:00,2020-05-02,0,6,0,13,9,3,0,5
DOH000000000000276,24225,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-05-04 7:19:55,2020-05-04 7:19:55,2020-05-04,0,6,0,16,9,3,0,5
DOH000000000000276,8621,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-24 8:25:26,2020-04-24 8:25:26,2020-04-24,1,5,0,15,7,5,1,4
DOH000000000000276,589,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-16 14:58:41,2020-04-16 14:58:41,2020-04-16,0,6,2,10,2,6,0,5
DOH000000000000278,8307,BICOL MEDICAL CENTER,2020-04-24 7:47:39,2020-04-24 7:39:12,2020-04-24,0,0,21,5,9,3,1,3
DOH000000000000278,12027,BICOL MEDICAL CENTER,2020-04-26 10:35:57,2020-04-26 10:35:57,2020-04-26,0,0,23,3,9,3,3,1
DOH000000000000278,10138,BICOL MEDICAL CENTER,2020-04-25 11:31:46,2020-04-25 8:22:49,2020-04-25,0,0,22,4,9,3,2,2
DOH000000000000278,7499,BICOL MEDICAL CENTER,2020-04-23 9:38:46,2020-04-23 9:38:46,2020-04-23,0,0,23,3,8,3,2,1
DOH000000000000278,12917,BICOL MEDICAL CENTER,2020-04-27 8:06:13,2020-04-27 8:06:13,2020-04-27,0,0,24,2,9,3,3,1
DOH000000000000400,509,"LORMA MEDICAL CENTER, INC.",2020-04-16 13:21:01,2020-04-16 13:21:01,2020-04-16,2,0,22,8,7,0,2,0
DOH000000000000410,13611,ASIAN HOSPITAL INC.,2020-04-27 10:25:02,2020-04-27 10:25:02,2020-04-27,6,10,34,38,0,0,37,9
DOH000000000000410,8129,ASIAN HOSPITAL INC.,2020-04-23 19:10:54,2020-04-23 19:10:54,2020-04-23,10,7,2,23,45,14,33,13
DOH000000000000410,17406,ASIAN HOSPITAL INC.,2020-04-29 19:32:01,2020-04-29 19:32:01,2020-04-29,8,8,41,29,0,0,37,9
DOH000000000000410,20609,ASIAN HOSPITAL INC.,2020-05-01 15:48:31,2020-05-01 15:44:46,2020-05-01,7,9,41,29,0,0,37,9
DOH000000000000410,9646,ASIAN HOSPITAL INC.,2020-04-24 17:51:08,2020-04-24 17:51:08,2020-04-24,9,8,29,41,0,0,38,8
DOH000000000000410,24034,ASIAN HOSPITAL INC.,2020-05-03 18:48:08,2020-05-03 18:48:08,2020-05-03,10,6,44,26,0,0,38,8
DOH000000000000410,19059,ASIAN HOSPITAL INC.,2020-04-30 17:42:08,2020-04-30 17:42:08,2020-04-30,11,5,41,29,0,0,39,7
DOH000000000000414,27147,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-05-05 12:14:57,2020-05-05 12:14:57,2020-05-05,1,0,5,0,0,0,2,0
DOH000000000000414,20679,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-05-01 16:52:09,2020-05-01 16:52:09,2020-05-01,1,0,5,1,0,0,2,0
DOH000000000000414,23968,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-05-03 16:47:10,2020-05-03 16:47:10,2020-05-03,1,0,5,1,0,0,2,0
DOH000000000000414,11040,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-25 16:50:37,2020-04-25 16:50:37,2020-04-25,1,0,5,1,0,0,2,0
DOH000000000000414,12460,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-26 16:40:18,2020-04-26 16:40:18,2020-04-26,1,0,5,1,0,0,2,0
DOH000000000000414,5068,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-21 10:23:43,2020-04-21 10:23:43,2020-04-21,1,0,6,2,0,0,2,0
DOH000000000000414,22340,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-05-02 16:50:29,2020-05-02 16:50:29,2020-05-02,1,0,5,1,0,0,2,0
DOH000000000000414,6423,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-22 12:22:47,2020-04-22 12:22:47,2020-04-22,1,0,6,2,0,0,2,0
DOH000000000000414,7628,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-23 10:44:25,2020-04-23 10:44:25,2020-04-23,1,0,2,4,0,0,2,0
DOH000000000000414,9281,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-24 11:44:30,2020-04-24 11:44:30,2020-04-24,1,0,4,2,0,0,2,0
DOH000000000000414,15382,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-28 12:22:32,2020-04-28 12:22:32,2020-04-28,1,0,5,1,0,0,2,0
DOH000000000000414,18857,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-30 14:12:02,2020-04-30 14:12:02,2020-04-30,1,0,5,1,0,0,2,0
DOH000000000000414,17383,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-04-29 17:42:40,2020-04-29 17:42:40,2020-04-29,1,0,5,1,0,0,2,0
DOH000000000000414,25580,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",2020-05-04 15:13:20,2020-05-04 15:13:20,2020-05-04,1,0,5,0,0,0,2,0
DOH000000000000435,6266,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-22 10:15:54,2020-04-22 10:15:54,2020-04-22,1,4,3,2,5,0,2,1
DOH000000000000435,25187,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-05-04 10:39:39,2020-05-04 10:39:39,2020-05-04,5,0,1,4,5,0,3,0
DOH000000000000435,26985,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-05-05 10:54:20,2020-05-05 10:54:20,2020-05-05,5,0,0,5,5,0,3,0
DOH000000000000435,19657,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-05-01 8:30:08,2020-05-01 8:30:08,2020-05-01,4,1,2,4,5,0,3,0
DOH000000000000435,5088,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-21 10:34:45,2020-04-21 10:34:45,2020-04-21,1,4,3,2,5,0,2,1
DOH000000000000435,21760,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-05-02 12:08:13,2020-05-02 10:42:11,2020-05-02,4,1,0,5,5,0,4,0
DOH000000000000435,10513,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-25 10:04:25,2020-04-25 10:04:25,2020-04-25,4,1,2,3,5,0,3,0
DOH000000000000435,23188,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-05-03 9:19:58,2020-05-03 9:19:58,2020-05-03,5,0,2,3,5,0,3,0
DOH000000000000435,16868,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-29 10:45:45,2020-04-29 10:45:45,2020-04-29,4,1,1,4,5,0,3,0
DOH000000000000435,15017,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-28 9:16:30,2020-04-28 9:16:30,2020-04-28,4,1,2,3,5,0,3,2
DOH000000000000435,3125,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-19 12:47:18,2020-04-19 12:47:18,2020-04-19,5,0,6,4,6,0,3,0
DOH000000000000435,6775,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-23 6:44:26,2020-04-23 6:44:26,2020-04-23,1,4,3,2,5,0,2,1
DOH000000000000435,13513,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-27 9:46:30,2020-04-27 9:46:30,2020-04-27,4,1,2,3,5,0,3,0
DOH000000000000435,8941,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-24 9:22:48,2020-04-24 9:22:48,2020-04-24,1,4,2,3,5,0,1,2
DOH000000000000435,11505,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-26 8:12:29,2020-04-26 8:12:29,2020-04-26,4,1,2,3,5,0,3,0
DOH000000000000435,17936,BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-30 8:23:27,2020-04-30 8:23:27,2020-04-30,4,1,2,3,5,0,3,0
DOH000000000000437,8888,BULACAN MEDICAL MISSION GROUP PHARMACY AND HOSPITAL - TURO B,2020-04-24 9:12:20,2020-04-24 9:12:20,2020-04-24,0,0,0,2,0,0,0,0
DOH000000000000437,10318,BULACAN MEDICAL MISSION GROUP PHARMACY AND HOSPITAL - TURO B,2020-04-25 8:55:51,2020-04-25 8:55:51,2020-04-25,0,0,0,0,0,2,0,0
DOH000000000000446,539,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-16 14:04:14,2020-04-16 14:04:14,2020-04-16,1,6,5,14,0,0,8,2
DOH000000000000446,20017,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-05-01 9:46:09,2020-05-01 9:46:09,2020-05-01,4,3,8,11,0,0,8,2
DOH000000000000446,13820,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-27 12:57:44,2020-04-27 12:57:44,2020-04-27,1,6,6,13,0,0,7,3
DOH000000000000446,15359,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-28 12:00:27,2020-04-28 12:00:27,2020-04-28,0,7,7,12,0,0,6,4
DOH000000000000446,5030,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-21 10:01:45,2020-04-21 10:01:45,2020-04-21,1,6,5,14,0,0,4,6
DOH000000000000446,26583,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-05-05 9:00:48,2020-05-05 9:00:48,2020-05-05,0,7,6,13,0,0,6,4
DOH000000000000446,7470,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-23 9:29:25,2020-04-23 9:29:25,2020-04-23,1,6,8,11,0,0,6,4
DOH000000000000446,22204,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-05-02 14:59:09,2020-05-02 14:59:09,2020-05-02,2,5,3,16,0,0,8,2
DOH000000000000446,2095,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-18 9:45:02,2020-04-18 9:45:02,2020-04-18,0,7,1,18,0,0,6,4
DOH000000000000446,9390,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-24 13:22:57,2020-04-24 13:22:57,2020-04-24,1,6,6,13,0,0,8,2
DOH000000000000446,6174,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-22 9:35:58,2020-04-22 9:35:58,2020-04-22,1,6,3,16,0,0,5,5
DOH000000000000446,25212,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-05-04 10:56:50,2020-05-04 10:56:50,2020-05-04,2,17,1,6,0,0,6,4
