hfhudcode,id,cfname,updateddate,addeddate,reportdate,icu_v,icu_o,isolbed_v,isolbed_o,beds_ward_v,beds_ward_o,mechvent_v,mechvent_o
DOH000000000000272,4241,JAMES L. GORDON MEMORIAL HOSPITAL,2020-04-20 15:10:24,2020-04-20 15:10:24,2020-04-20,1,1,2,20,1,1,14,2
DOH000000000000274,6395,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-22 11:54:51,2020-04-22 11:54:51,2020-04-22,13,2,46,0,0,0,13,2
DOH000000000000274,5451,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-21 17:51:27,2020-04-21 17:51:27,2020-04-21,13,2,54,12,0,0,13,2
DOH000000000000274,2688,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-19 8:10:59,2020-04-19 8:10:59,2020-04-19,14,1,51,15,0,0,14,1
DOH000000000000274,993,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-17 8:22:18,2020-04-17 8:22:18,2020-04-17,7,8,37,29,0,0,13,2
DOH000000000000274,4074,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,2020-04-20 11:38:22,2020-04-20 11:38:22,2020-04-20,13,2,45,0,0,0,13,2
DOH000000000000393,2173,RAMOS GENERAL HOSPITAL,2020-04-18 11:00:23,2020-04-18 11:00:23,2020-04-18,0,1,0,2,0,0,8,1
DOH000000000000393,3248,RAMOS GENERAL HOSPITAL,2020-04-19 16:59:18,2020-04-19 16:59:18,2020-04-19,0,1,1,1,0,0,8,1
DOH000000000000393,4023,RAMOS GENERAL HOSPITAL,2020-04-20 10:47:23,2020-04-20 10:47:23,2020-04-20,0,1,2,0,0,0,6,1
DOH000000000000393,5721,RAMOS GENERAL HOSPITAL,2020-04-22 8:00:50,2020-04-22 8:00:50,2020-04-22,0,1,2,0,0,0,6,1
DOH000000000000393,1271,RAMOS GENERAL HOSPITAL,2020-04-17 10:29:31,2020-04-17 10:29:31,2020-04-17,0,1,0,2,0,0,8,1
DOH000000000000393,572,RAMOS GENERAL HOSPITAL,2020-04-16 14:33:52,2020-04-16 14:33:52,2020-04-16,0,1,0,2,0,0,8,1
DOH000000000000446,2095,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-18 9:45:02,2020-04-18 9:45:02,2020-04-18,0,7,1,18,0,0,6,4
DOH000000000000446,539,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,2020-04-16 14:04:14,2020-04-16 14:04:14,2020-04-16,1,6,5,14,0,0,8,2
DOH000000000000502,5710,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,2020-04-22 7:58:40,2020-04-22 7:58:40,2020-04-22,96,1,64,39,64,39,51,0
DOH000000000000502,2804,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,2020-04-19 8:36:18,2020-04-19 8:36:18,2020-04-19,96,1,64,39,64,39,50,1
DOH000000000000502,4521,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,2020-04-21 7:51:10,2020-04-21 7:51:10,2020-04-21,97,0,63,40,63,40,51,0
DOH000000000000502,1430,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,2020-04-17 13:53:44,2020-04-17 13:53:44,2020-04-17,97,0,64,39,64,39,51,0
DOH000000000000502,4048,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,2020-04-20 11:16:29,2020-04-20 11:16:29,2020-04-20,96,1,64,39,64,39,50,1
DOH000000000000502,2024,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,2020-04-18 9:08:37,2020-04-18 9:08:37,2020-04-18,96,1,65,38,65,38,50,1
DOH000000000000512,4097,DR. PABLO O. TORRE MEMORIAL HOSPITAL,2020-04-20 11:58:58,2020-04-20 11:58:58,2020-04-20,1,0,0,3,0,0,13,0
DOH000000000000512,6513,DR. PABLO O. TORRE MEMORIAL HOSPITAL,2020-04-22 14:00:37,2020-04-22 14:00:37,2020-04-22,1,0,3,6,0,0,12,1
DOH000000000000512,487,DR. PABLO O. TORRE MEMORIAL HOSPITAL,2020-04-16 12:54:06,2020-04-16 12:54:06,2020-04-16,1,0,1,4,0,0,13,0
DOH000000000000512,4862,DR. PABLO O. TORRE MEMORIAL HOSPITAL,2020-04-21 8:56:34,2020-04-21 8:56:34,2020-04-21,1,0,2,1,0,0,13,0
DOH000000000000512,1344,DR. PABLO O. TORRE MEMORIAL HOSPITAL,2020-04-17 11:38:37,2020-04-17 11:38:37,2020-04-17,1,0,0,3,0,0,13,0
DOH000000000000540,600,EAST AVENUE MEDICAL CENTER,2020-04-16 15:14:00,2020-04-16 15:14:00,2020-04-16,0,7,3,53,25,22,18,6
DOH000000000000540,2586,EAST AVENUE MEDICAL CENTER,2020-04-19 7:49:22,2020-04-19 7:49:22,2020-04-19,0,7,13,51,5,15,17,7
DOH000000000000540,1576,EAST AVENUE MEDICAL CENTER,2020-04-17 20:49:44,2020-04-17 20:49:44,2020-04-17,0,7,15,49,7,13,18,6
DOH000000000000540,4347,EAST AVENUE MEDICAL CENTER,2020-04-20 20:50:50,2020-04-20 20:50:50,2020-04-20,1,6,4,60,5,15,15,8
DOH000000000000540,5454,EAST AVENUE MEDICAL CENTER,2020-04-21 17:59:01,2020-04-21 17:59:01,2020-04-21,2,1,4,60,5,15,15,8
DOH000000000000540,2430,EAST AVENUE MEDICAL CENTER,2020-04-18 20:51:18,2020-04-18 20:51:18,2020-04-18,0,7,13,51,5,15,18,6
DOH000000000000637,4350,MAKATI MEDICAL CENTER,2020-04-20 21:43:24,2020-04-20 21:43:24,2020-04-20,0,11,0,64,0,0,20,13
DOH000000000000637,5487,MAKATI MEDICAL CENTER,2020-04-21 20:55:08,2020-04-21 20:55:08,2020-04-21,0,11,64,64,0,0,20,11
DOH000000000000637,3302,MAKATI MEDICAL CENTER,2020-04-19 21:04:03,2020-04-19 21:04:03,2020-04-19,0,11,0,64,0,0,21,11
DOH000000000000637,2438,MAKATI MEDICAL CENTER,2020-04-18 22:25:38,2020-04-18 22:25:38,2020-04-18,0,11,0,64,0,0,18,13
DOH000000000000655,4993,"MEDICAL CENTER MANILA, INC.",2020-04-21 9:48:17,2020-04-21 9:48:17,2020-04-21,1,1,1,11,0,0,18,0
DOH000000000000655,6461,"MEDICAL CENTER MANILA, INC.",2020-04-22 13:02:23,2020-04-22 13:02:23,2020-04-22,0,2,1,11,0,0,17,1
DOH000000000000655,2263,"MEDICAL CENTER MANILA, INC.",2020-04-18 12:55:14,2020-04-18 12:55:14,2020-04-18,0,2,0,14,0,0,18,0
DOH000000000000655,3024,"MEDICAL CENTER MANILA, INC.",2020-04-19 10:49:07,2020-04-19 10:49:07,2020-04-19,0,2,0,15,0,0,18,0
DOH000000000000655,942,"MEDICAL CENTER MANILA, INC.",2020-04-17 8:12:46,2020-04-17 8:12:46,2020-04-17,0,2,0,14,0,0,18,0
DOH000000000000700,1372,PASIG CITY GENERAL HOSPITAL,2020-04-17 12:26:45,2020-04-17 12:26:45,2020-04-17,4,10,1,6,0,3,6,1
DOH000000000000700,3309,PASIG CITY GENERAL HOSPITAL,2020-04-19 22:36:28,2020-04-19 22:36:28,2020-04-19,4,10,1,6,0,3,6,1
DOH000000000000700,2423,PASIG CITY GENERAL HOSPITAL,2020-04-18 19:24:33,2020-04-18 19:24:33,2020-04-18,4,10,1,6,0,3,6,1
DOH000000000000727,4170,RIZAL MEDICAL CENTER,2020-04-20 13:36:29,2020-04-20 13:36:29,2020-04-20,1,10,12,58,5,11,14,2
DOH000000000000727,2389,RIZAL MEDICAL CENTER,2020-04-18 16:56:39,2020-04-18 16:56:39,2020-04-18,0,11,9,58,0,0,8,2
DOH000000000000727,3304,RIZAL MEDICAL CENTER,2020-04-19 21:24:37,2020-04-19 21:24:37,2020-04-19,0,11,17,71,0,11,8,2
DOH000000000000727,5446,RIZAL MEDICAL CENTER,2020-04-21 17:33:46,2020-04-21 17:33:46,2020-04-21,2,10,36,81,5,11,16,0
DOH000000000000789,2410,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - TALISAYAN,2020-04-18 18:04:54,2020-04-18 18:04:54,2020-04-18,0,0,0,0,2,27,14,6
DOH000000000000789,3576,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - TALISAYAN,2020-04-20 8:04:16,2020-04-20 8:04:16,2020-04-20,0,3,0,0,3,24,9,11
DOH000000000000798,4100,"UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",2020-04-20 12:00:09,2020-04-20 12:00:09,2020-04-20,0,3,3,23,0,0,10,10
DOH000000000000798,4535,"UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",2020-04-21 7:55:17,2020-04-21 7:55:17,2020-04-21,0,3,3,23,0,0,10,10
DOH000000000000802,4003,VALENZUELA MEDICAL CENTER,2020-04-20 10:28:34,2020-04-20 10:28:34,2020-04-20,1,0,0,4,0,4,9,1
DOH000000000001981,5483,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,2020-04-21 20:33:15,2020-04-21 20:33:15,2020-04-21,4,2,92,92,10,8,10,4
DOH000000000001981,3258,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,2020-04-19 17:22:35,2020-04-19 17:22:35,2020-04-19,4,2,86,80,10,0,10,9
DOH000000000001981,2262,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,2020-04-18 12:51:13,2020-04-18 12:51:13,2020-04-18,4,1,84,81,4,0,9,4
DOH000000000001981,4256,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,2020-04-20 15:25:33,2020-04-20 15:25:33,2020-04-20,4,3,86,84,4,2,10,8
DOH000000000001981,6563,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,2020-04-22 14:46:50,2020-04-22 14:46:50,2020-04-22,4,3,92,85,8,1,10,4
DOH000000000002162,6188,CAGAYAN VALLEY MEDICAL CENTER,2020-04-22 9:42:08,2020-04-22 9:42:08,2020-04-22,5,0,58,22,19,0,9,1
DOH000000000002162,2642,CAGAYAN VALLEY MEDICAL CENTER,2020-04-19 8:02:07,2020-04-19 8:02:07,2020-04-19,5,0,69,19,19,0,10,0
DOH000000000002162,4749,CAGAYAN VALLEY MEDICAL CENTER,2020-04-21 8:30:48,2020-04-21 8:30:48,2020-04-21,5,0,74,14,19,0,10,0
DOH000000000002162,3696,CAGAYAN VALLEY MEDICAL CENTER,2020-04-20 8:23:36,2020-04-20 8:23:36,2020-04-20,5,0,67,21,19,0,10,0
DOH000000000002162,1333,CAGAYAN VALLEY MEDICAL CENTER,2020-04-17 11:26:00,2020-04-17 11:26:00,2020-04-17,5,0,74,14,19,0,10,0
DOH000000000002162,1889,CAGAYAN VALLEY MEDICAL CENTER,2020-04-18 8:21:16,2020-04-18 8:21:16,2020-04-18,5,0,65,23,0,0,9,1
DOH000000000002245,5443,"MEDICAL CENTER MUNTINLUPA, INC.",2020-04-21 17:22:12,2020-04-21 17:22:12,2020-04-21,1,0,0,2,0,5,9,0
DOH000000000002777,2905,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-19 9:18:45,2020-04-19 9:18:45,2020-04-19,15,4,1,34,13,9,11,4
DOH000000000002777,1124,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-17 8:56:33,2020-04-17 8:56:33,2020-04-17,16,3,7,28,18,4,13,2
DOH000000000002777,2073,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-18 9:31:57,2020-04-18 9:31:57,2020-04-18,16,3,3,32,18,4,12,3
DOH000000000002777,443,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-16 11:57:19,2020-04-16 11:57:19,2020-04-16,17,2,9,26,17,5,13,2
DOH000000000002777,3874,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-20 9:11:38,2020-04-20 9:11:38,2020-04-20,9,10,7,28,16,6,13,2
DOH000000000002777,4977,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-21 9:36:36,2020-04-21 9:36:36,2020-04-21,15,4,6,29,15,7,11,4
DOH000000000002777,6101,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,2020-04-22 9:11:07,2020-04-22 9:11:07,2020-04-22,13,6,6,29,17,5,13,2
DOH000000000002829,1512,BATANGAS MEDICAL CENTER,2020-04-17 16:15:29,2020-04-17 16:15:29,2020-04-17,0,0,0,20,0,0,30,0
DOH000000000002829,4305,BATANGAS MEDICAL CENTER,2020-04-20 16:34:06,2020-04-20 16:34:06,2020-04-20,0,0,1,19,0,0,30,0
DOH000000000002829,3268,BATANGAS MEDICAL CENTER,2020-04-19 17:48:57,2020-04-19 17:48:57,2020-04-19,0,0,1,19,0,0,30,0
DOH000000000002829,2370,BATANGAS MEDICAL CENTER,2020-04-18 16:19:22,2020-04-18 16:19:22,2020-04-18,0,0,0,20,0,0,29,1
DOH000000000002829,601,BATANGAS MEDICAL CENTER,2020-04-16 15:14:54,2020-04-16 15:14:54,2020-04-16,0,0,0,20,0,0,29,1
DOH000000000002990,6237,CEBU DOCTORS? UNIVERSITY HOSPITAL INC. (formerly CEBU DOCTOR,2020-04-22 10:04:37,2020-04-22 10:04:37,2020-04-22,3,2,18,12,3,3,6,2
DOH000000000002990,5449,CEBU DOCTORS? UNIVERSITY HOSPITAL INC. (formerly CEBU DOCTOR,2020-04-21 17:44:06,2020-04-21 17:44:06,2020-04-21,2,0,3,1,3,1,6,3
DOH000000000002990,4323,CEBU DOCTORS? UNIVERSITY HOSPITAL INC. (formerly CEBU DOCTOR,2020-04-20 17:13:13,2020-04-20 17:13:13,2020-04-20,3,1,3,2,15,5,6,2
DOH000000000003522,6580,ST. LUKE?S MEDICAL CENTER,2020-04-22 15:05:17,2020-04-22 15:05:17,2020-04-22,3,16,0,5,8,93,13,28
DOH000000000003522,5375,ST. LUKE?S MEDICAL CENTER,2020-04-21 15:37:41,2020-04-21 15:37:41,2020-04-21,2,17,0,5,2,83,13,28
DOH000000000003815,1499,ZAMBOANGA CITY MEDICAL CENTER,2020-04-17 15:55:09,2020-04-17 15:55:09,2020-04-17,16,2,24,61,1,4,10,2
DOH000000000003815,4850,ZAMBOANGA CITY MEDICAL CENTER,2020-04-21 8:54:04,2020-04-21 8:54:04,2020-04-21,15,3,18,62,3,2,10,2
DOH000000000003815,677,ZAMBOANGA CITY MEDICAL CENTER,2020-04-16 17:10:01,2020-04-16 17:10:01,2020-04-16,0,6,28,57,1,4,10,2
DOH000000000003815,3876,ZAMBOANGA CITY MEDICAL CENTER,2020-04-20 9:12:19,2020-04-20 9:12:19,2020-04-20,13,5,23,57,3,2,11,1
DOH000000000003815,6070,ZAMBOANGA CITY MEDICAL CENTER,2020-04-22 9:02:37,2020-04-22 9:02:37,2020-04-22,13,5,18,62,3,2,12,0
DOH000000000003815,3183,ZAMBOANGA CITY MEDICAL CENTER,2020-04-19 14:12:50,2020-04-19 14:12:50,2020-04-19,13,5,20,60,3,2,10,2
DOH000000000003815,1902,ZAMBOANGA CITY MEDICAL CENTER,2020-04-18 8:24:29,2020-04-18 8:24:29,2020-04-18,0,6,19,62,2,4,10,2
DOH000000000004299,6138,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,2020-04-22 9:22:52,2020-04-22 9:22:52,2020-04-22,1,2,16,6,12,0,13,0
DOH000000000004299,387,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,2020-04-16 10:49:30,2020-04-16 10:49:30,2020-04-16,0,0,19,3,12,0,13,0
DOH000000000004299,5410,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,2020-04-21 16:16:39,2020-04-21 16:16:39,2020-04-21,3,0,20,2,12,0,13,0
DOH000000000004299,3966,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,2020-04-20 10:03:22,2020-04-20 10:03:22,2020-04-20,3,0,19,3,12,0,13,0
DOH000000000004299,1521,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,2020-04-17 16:24:52,2020-04-17 16:24:52,2020-04-17,3,0,19,3,12,0,13,0
DOH000000000005032,5311,UP-PHILIPPINE GENERAL HOSPITAL,2020-04-21 15:06:16,2020-04-21 14:16:28,2020-04-21,10,6,25,80,12,54,19,8
DOH000000000005032,2307,UP-PHILIPPINE GENERAL HOSPITAL,2020-04-18 14:35:36,2020-04-18 14:35:36,2020-04-18,9,7,29,75,16,50,22,13
DOH000000000005032,6243,UP-PHILIPPINE GENERAL HOSPITAL,2020-04-22 10:12:47,2020-04-22 10:06:22,2020-04-22,8,8,35,72,13,53,18,9
DOH000000000005032,4316,UP-PHILIPPINE GENERAL HOSPITAL,2020-04-20 17:00:37,2020-04-20 17:00:37,2020-04-20,10,6,26,79,13,53,18,9
DOH000000000005032,2978,UP-PHILIPPINE GENERAL HOSPITAL,2020-04-19 10:03:57,2020-04-19 10:03:57,2020-04-19,9,7,28,77,14,52,19,16
DOH000000000005032,1574,UP-PHILIPPINE GENERAL HOSPITAL,2020-04-17 20:23:00,2020-04-17 20:20:28,2020-04-17,9,7,28,74,18,48,26,9
DOH000000000005034,5087,WESTERN VISAYAS MEDICAL CENTER,2020-04-21 10:34:08,2020-04-21 10:34:08,2020-04-21,10,0,36,27,0,0,8,2
DOH000000000005034,2101,WESTERN VISAYAS MEDICAL CENTER,2020-04-18 9:52:04,2020-04-18 9:52:04,2020-04-18,10,0,10,23,0,0,9,10
DOH000000000005034,3054,WESTERN VISAYAS MEDICAL CENTER,2020-04-19 11:24:51,2020-04-19 11:24:51,2020-04-19,10,0,55,26,0,0,9,1
DOH000000000005034,6492,WESTERN VISAYAS MEDICAL CENTER,2020-04-22 13:38:15,2020-04-22 13:38:15,2020-04-22,10,0,15,26,0,0,7,3
DOH000000000005034,3907,WESTERN VISAYAS MEDICAL CENTER,2020-04-20 9:32:37,2020-04-20 9:32:37,2020-04-20,10,0,39,24,0,0,9,1
DOH000000000005304,6593,MANILA NAVAL HOSPITAL,2020-04-22 15:17:28,2020-04-22 15:17:28,2020-04-22,0,1,0,0,1,10,11,0
DOH000000000005614,2156,"ILOILO MISSION HOSPITAL, INC.",2020-04-18 10:44:40,2020-04-18 10:44:40,2020-04-18,0,0,0,5,0,0,11,0
DOH000000000005614,3057,"ILOILO MISSION HOSPITAL, INC.",2020-04-19 11:31:45,2020-04-19 11:31:45,2020-04-19,0,0,0,5,0,0,11,0
DOH000000000005614,4588,"ILOILO MISSION HOSPITAL, INC.",2020-04-21 8:04:53,2020-04-21 8:04:53,2020-04-21,0,0,0,3,0,0,12,0
DOH000000000005614,1016,"ILOILO MISSION HOSPITAL, INC.",2020-04-17 8:28:39,2020-04-17 8:28:39,2020-04-17,0,0,0,4,0,0,12,0
DOH000000000005614,3681,"ILOILO MISSION HOSPITAL, INC.",2020-04-20 8:20:51,2020-04-20 8:20:51,2020-04-20,0,0,0,4,0,0,12,0
DOH000000000005614,5815,"ILOILO MISSION HOSPITAL, INC.",2020-04-22 8:14:54,2020-04-22 8:14:54,2020-04-22,0,0,0,3,0,0,13,0
DOH000000000005661,645,SACRED HEART MEDICAL CENTER,2020-04-16 16:11:02,2020-04-16 16:11:02,2020-04-16,1,1,1,1,0,0,9,9
DOH000000000005661,2433,SACRED HEART MEDICAL CENTER,2020-04-18 21:12:35,2020-04-18 21:12:35,2020-04-18,1,1,1,1,0,0,9,9
DOH000000000005661,4307,SACRED HEART MEDICAL CENTER,2020-04-20 16:36:40,2020-04-20 16:36:40,2020-04-20,0,1,0,1,0,0,11,0
DOH000000000005937,1363,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-17 12:03:45,2020-04-17 12:03:45,2020-04-17,20,0,29,3,0,0,23,1
DOH000000000005937,3985,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-20 10:16:57,2020-04-20 10:16:57,2020-04-20,20,0,27,5,0,0,24,0
DOH000000000005937,5304,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-21 14:10:48,2020-04-21 14:10:48,2020-04-21,20,0,24,8,0,0,24,0
DOH000000000005937,6387,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-22 11:49:58,2020-04-22 11:49:58,2020-04-22,20,0,21,11,0,0,23,1
DOH000000000005937,2112,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-18 10:06:34,2020-04-18 10:06:34,2020-04-18,20,0,29,3,0,0,24,0
DOH000000000005937,495,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-16 13:01:57,2020-04-16 13:01:57,2020-04-16,20,0,29,3,0,0,23,1
DOH000000000005937,3070,VICENTE SOTTO MEMORIAL MEDICAL CENTER,2020-04-19 11:39:26,2020-04-19 11:39:26,2020-04-19,20,0,28,4,0,0,24,0
DOH000000000006003,2983,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC",2020-04-19 10:07:54,2020-04-19 10:07:54,2020-04-19,0,0,3,0,0,0,7,0
DOH000000000006003,5197,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC",2020-04-21 11:56:48,2020-04-21 11:56:48,2020-04-21,0,0,3,0,0,0,7,0
DOH000000000006003,6368,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC",2020-04-22 11:34:50,2020-04-22 11:34:50,2020-04-22,0,0,3,0,0,0,7,0
DOH000000000006003,4039,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC",2020-04-20 11:04:11,2020-04-20 11:04:11,2020-04-20,0,0,3,0,3,0,7,0
DOH000000000006028,5354,LUNG CENTER OF THE PHILIPPINES,2020-04-21 15:13:47,2020-04-21 15:13:47,2020-04-21,3,23,4,32,0,0,30,22
DOH000000000006028,2140,LUNG CENTER OF THE PHILIPPINES,2020-04-18 10:32:47,2020-04-18 10:32:47,2020-04-18,5,21,1,36,0,0,33,17
DOH000000000006028,4082,LUNG CENTER OF THE PHILIPPINES,2020-04-20 11:45:18,2020-04-20 11:45:18,2020-04-20,3,21,1,34,0,0,34,16
DOH000000000006592,2919,SOUTH COTABATO PROVINCIAL HOSPITAL,2020-04-19 10:04:51,2020-04-19 9:27:34,2020-04-19,0,0,14,4,14,4,7,0
DOH000000000006592,240,SOUTH COTABATO PROVINCIAL HOSPITAL,2020-04-16 8:53:25,2020-04-16 8:53:25,2020-04-16,2,4,14,4,14,4,7,0
DOH000000000006592,3923,SOUTH COTABATO PROVINCIAL HOSPITAL,2020-04-20 11:08:45,2020-04-20 9:40:12,2020-04-20,4,2,16,4,16,4,6,1
DOH000000000006592,883,SOUTH COTABATO PROVINCIAL HOSPITAL,2020-04-17 8:02:04,2020-04-17 8:02:04,2020-04-17,3,3,15,3,15,3,7,0
DOH000000000006592,4782,SOUTH COTABATO PROVINCIAL HOSPITAL,2020-04-21 8:37:09,2020-04-21 8:37:09,2020-04-21,4,2,16,4,16,4,6,1
DOH000000000006592,5791,SOUTH COTABATO PROVINCIAL HOSPITAL,2020-04-22 8:11:27,2020-04-22 8:11:27,2020-04-22,5,1,19,1,19,1,6,1
DOH000000000007520,5824,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-22 8:16:17,2020-04-22 8:16:17,2020-04-22,6,2,0,0,1,8,8,2
DOH000000000007520,3640,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-20 8:13:39,2020-04-20 8:13:39,2020-04-20,0,0,0,0,1,8,7,3
DOH000000000007520,4715,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-21 8:23:13,2020-04-21 8:23:13,2020-04-21,0,0,0,0,1,8,7,3
DOH000000000007520,2912,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-19 9:22:24,2020-04-19 9:22:24,2020-04-19,0,0,0,0,1,8,7,3
DOH000000000007520,1119,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-17 8:55:12,2020-04-17 8:55:12,2020-04-17,0,0,0,0,1,8,7,3
DOH000000000007520,614,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-16 15:28:57,2020-04-16 15:28:57,2020-04-16,0,0,0,0,0,9,7,3
DOH000000000007520,1887,QUIRINO MEMORIAL MEDICAL CENTER,2020-04-18 8:20:55,2020-04-18 8:20:55,2020-04-18,0,0,0,0,2,7,7,3
DOH000000000023755,3170,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-BAYPOINTE, INC. (fo",2020-04-19 13:49:23,2020-04-19 13:49:23,2020-04-19,9,3,0,0,3,9,7,0
DOH000000000023755,535,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-BAYPOINTE, INC. (fo",2020-04-16 14:00:29,2020-04-16 14:00:29,2020-04-16,0,12,0,0,0,1,7,0
