hfhudcode,id,cfname,updateddate,addeddate,reportdate,icu_v,icu_o,isolbed_v,isolbed_o,beds_ward_v,beds_ward_o,mechvent_v,mechvent_o
DOH000000000000540,6723,EAST AVENUE MEDICAL CENTER,2020-04-22 20:16:59,2020-04-22 20:16:59,2020-04-22,4,3,20,44,4,16,21,4
DOH000000000000586,14467,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-28 7:57:54,2020-04-28 7:57:54,2020-04-28,0,0,0,5,0,18,1,1
DOH000000000000586,3409,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-20 7:22:39,2020-04-20 7:22:39,2020-04-20,0,0,0,5,0,19,0,2
DOH000000000000586,1857,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-18 8:15:37,2020-04-18 8:15:37,2020-04-18,0,0,4,18,0,0,0,2
DOH000000000000586,10040,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-25 8:10:06,2020-04-25 8:10:06,2020-04-25,0,0,0,5,0,22,0,2
DOH000000000000586,3089,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-19 11:50:37,2020-04-19 11:50:37,2020-04-19,0,0,0,5,0,19,1,1
DOH000000000000586,15940,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-29 7:22:45,2020-04-29 7:22:45,2020-04-29,0,0,0,5,1,16,2,0
DOH000000000000586,5740,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-22 8:04:47,2020-04-22 8:04:47,2020-04-22,0,0,0,6,0,22,0,2
DOH000000000000586,1542,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-17 17:07:46,2020-04-17 17:07:46,2020-04-17,0,0,0,22,0,0,0,2
DOH000000000000586,11593,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-26 8:22:39,2020-04-26 8:22:39,2020-04-26,0,0,0,0,0,24,1,1
DOH000000000000586,12679,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-27 7:18:48,2020-04-27 7:18:48,2020-04-27,0,0,0,4,0,25,1,1
DOH000000000000586,4598,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-21 8:05:43,2020-04-21 8:05:43,2020-04-21,0,0,0,4,0,22,0,2
DOH000000000000586,8654,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-24 8:29:59,2020-04-24 8:29:59,2020-04-24,0,0,0,5,0,22,0,2
DOH000000000000586,7127,JOSE R. REYES MEMORIAL MEDICAL CENTER,2020-04-23 8:21:20,2020-04-23 8:21:20,2020-04-23,0,0,0,5,0,22,0,2
DOH000000000000614,4016,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-20 10:43:54,2020-04-20 10:43:54,2020-04-20,0,2,1,6,0,3,1,1
DOH000000000000614,6259,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-22 10:12:20,2020-04-22 10:12:20,2020-04-22,0,2,1,7,0,2,1,1
DOH000000000000614,3025,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-19 10:49:55,2020-04-19 10:49:55,2020-04-19,0,2,0,8,0,2,1,1
DOH000000000000614,8927,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-24 9:19:50,2020-04-24 9:19:50,2020-04-24,0,2,1,7,0,2,2,0
DOH000000000000614,7373,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-23 9:01:46,2020-04-23 9:01:46,2020-04-23,0,2,2,6,0,2,0,0
DOH000000000000614,1573,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-17 20:15:15,2020-04-17 20:15:15,2020-04-17,0,2,0,9,0,2,2,0
DOH000000000000614,2148,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-18 10:36:49,2020-04-18 10:36:49,2020-04-18,0,2,0,11,0,2,2,0
DOH000000000000614,10569,"LAS PI?AS DOCTORS HOSPITAL, INC.",2020-04-25 10:32:02,2020-04-25 10:32:02,2020-04-25,0,2,0,8,1,1,1,1
DOH000000000000615,17155,LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,2020-04-29 13:48:14,2020-04-29 13:48:14,2020-04-29,0,0,0,32,0,2,0,0
DOH000000000000615,15187,LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,2020-04-28 10:21:20,2020-04-28 10:21:20,2020-04-28,0,0,0,29,0,3,1,0
DOH000000000000637,6719,MAKATI MEDICAL CENTER,2020-04-22 19:17:00,2020-04-22 19:17:00,2020-04-22,0,11,0,64,0,0,16,13
DOH000000000000637,5487,MAKATI MEDICAL CENTER,2020-04-21 20:55:08,2020-04-21 20:55:08,2020-04-21,0,11,64,64,0,0,20,11
DOH000000000000637,7492,MAKATI MEDICAL CENTER,2020-04-23 9:37:18,2020-04-23 9:37:18,2020-04-23,0,11,0,64,0,0,16,12
DOH000000000000637,13684,MAKATI MEDICAL CENTER,2020-04-27 10:59:00,2020-04-27 10:59:00,2020-04-27,0,11,0,64,0,0,18,11
DOH000000000000637,15149,MAKATI MEDICAL CENTER,2020-04-28 10:07:31,2020-04-28 10:07:31,2020-04-28,0,11,0,64,0,0,22,11
DOH000000000000637,4350,MAKATI MEDICAL CENTER,2020-04-20 21:43:24,2020-04-20 21:43:24,2020-04-20,0,11,0,64,0,0,20,13
DOH000000000000637,17116,MAKATI MEDICAL CENTER,2020-04-29 13:20:45,2020-04-29 13:20:45,2020-04-29,0,11,0,64,0,0,20,12
DOH000000000000637,10475,MAKATI MEDICAL CENTER,2020-04-25 9:44:48,2020-04-25 9:44:48,2020-04-25,0,11,0,64,0,0,18,10
DOH000000000000637,2438,MAKATI MEDICAL CENTER,2020-04-18 22:25:38,2020-04-18 22:25:38,2020-04-18,0,11,0,64,0,0,18,13
DOH000000000000637,3302,MAKATI MEDICAL CENTER,2020-04-19 21:04:03,2020-04-19 21:04:03,2020-04-19,0,11,0,64,0,0,21,11
DOH000000000000637,9650,MAKATI MEDICAL CENTER,2020-04-24 18:00:34,2020-04-24 18:00:34,2020-04-24,0,11,0,64,0,0,17,12
DOH000000000000637,11803,MAKATI MEDICAL CENTER,2020-04-26 9:04:52,2020-04-26 9:04:52,2020-04-26,0,11,0,64,0,0,18,11
DOH000000000000655,16695,"MEDICAL CENTER MANILA, INC.",2020-04-29 9:36:43,2020-04-29 9:36:43,2020-04-29,0,2,0,0,0,0,15,3
DOH000000000000655,4993,"MEDICAL CENTER MANILA, INC.",2020-04-21 9:48:17,2020-04-21 9:48:17,2020-04-21,1,1,1,11,0,0,18,0
DOH000000000000655,942,"MEDICAL CENTER MANILA, INC.",2020-04-17 8:12:46,2020-04-17 8:12:46,2020-04-17,0,2,0,14,0,0,18,0
DOH000000000000655,6461,"MEDICAL CENTER MANILA, INC.",2020-04-22 13:02:23,2020-04-22 13:02:23,2020-04-22,0,2,1,11,0,0,17,1
DOH000000000000655,14118,"MEDICAL CENTER MANILA, INC.",2020-04-27 17:52:55,2020-04-27 17:52:55,2020-04-27,0,4,0,0,0,0,14,4
DOH000000000000655,12225,"MEDICAL CENTER MANILA, INC.",2020-04-26 12:23:38,2020-04-26 12:23:38,2020-04-26,0,2,5,7,0,0,15,3
DOH000000000000655,9251,"MEDICAL CENTER MANILA, INC.",2020-04-24 11:20:43,2020-04-24 11:20:43,2020-04-24,0,2,3,9,0,0,17,1
DOH000000000000655,4202,"MEDICAL CENTER MANILA, INC.",2020-04-20 14:20:55,2020-04-20 14:20:55,2020-04-20,0,1,0,12,0,0,0,18
DOH000000000000655,2263,"MEDICAL CENTER MANILA, INC.",2020-04-18 12:55:14,2020-04-18 12:55:14,2020-04-18,0,2,0,14,0,0,18,0
DOH000000000000655,3024,"MEDICAL CENTER MANILA, INC.",2020-04-19 10:49:07,2020-04-19 10:49:07,2020-04-19,0,2,0,15,0,0,18,0
DOH000000000000700,14740,PASIG CITY GENERAL HOSPITAL,2020-04-28 8:30:26,2020-04-28 8:30:26,2020-04-28,6,8,7,0,0,3,13,6
DOH000000000000700,9855,PASIG CITY GENERAL HOSPITAL,2020-04-25 7:39:12,2020-04-25 7:39:12,2020-04-25,8,6,7,0,3,0,14,5
DOH000000000000700,11173,PASIG CITY GENERAL HOSPITAL,2020-04-26 6:43:18,2020-04-26 6:43:18,2020-04-26,8,6,7,0,3,0,14,5
DOH000000000000700,17124,PASIG CITY GENERAL HOSPITAL,2020-04-29 13:24:08,2020-04-29 13:24:08,2020-04-29,6,8,7,0,2,4,16,3
DOH000000000000700,13185,PASIG CITY GENERAL HOSPITAL,2020-04-27 8:36:46,2020-04-27 8:36:46,2020-04-27,8,6,7,0,0,3,14,5
DOH000000000000700,8277,PASIG CITY GENERAL HOSPITAL,2020-04-24 7:30:16,2020-04-24 7:30:16,2020-04-24,8,6,7,0,3,3,8,5
DOH000000000000700,7738,PASIG CITY GENERAL HOSPITAL,2020-04-23 11:47:38,2020-04-23 11:47:38,2020-04-23,9,5,7,0,0,3,2,5
DOH000000000000713,2943,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-19 9:39:08,2020-04-19 9:39:08,2020-04-19,0,5,0,0,1,13,0,5
DOH000000000000713,7756,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-23 12:02:54,2020-04-23 12:02:54,2020-04-23,0,5,4,10,1,0,0,5
DOH000000000000713,10965,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-25 15:41:48,2020-04-25 15:41:48,2020-04-25,0,5,3,10,2,0,0,5
DOH000000000000713,3975,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-20 10:05:56,2020-04-20 10:05:56,2020-04-20,0,5,3,8,0,2,0,5
DOH000000000000713,6260,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-22 10:12:55,2020-04-22 10:12:55,2020-04-22,0,7,2,8,0,2,0,6
DOH000000000000713,9243,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-24 11:17:38,2020-04-24 11:17:38,2020-04-24,0,5,3,10,2,0,0,5
DOH000000000000713,5007,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-21 9:53:08,2020-04-21 9:53:08,2020-04-21,0,6,3,7,0,2,0,6
DOH000000000000713,13379,PHILIPPINE CHILDREN?S MEDICAL CENTER,2020-04-27 9:10:01,2020-04-27 9:10:01,2020-04-27,0,4,0,15,2,0,1,4
